City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Jamaica,,,-,9,119,0,128
Londonderry,,,-,15,163,0,178
Stratton,,,-,1,13,0,14
Weston,,,-,7,131,0,138
Winhall,,,-,2,100,0,102
TOTALS,,,-,34,526,0,560
