City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Jamaica,,,-,7,46,0,53
Londonderry,,,-,3,93,1,97
Stratton,,,-,0,24,0,24
Weston,,,-,1,49,0,50
Winhall,,,-,5,76,1,82
TOTALS,,,-,16,288,2,306
