City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Braintree,,,-,59,177,0,236
Brookfield,,,-,62,248,0,310
Granville,,,-,4,46,0,50
Randolph,,,-,108,656,10,774
Roxbury,,,-,6,150,0,156
TOTALS,,,-,239,"1,277",10,"1,526"
