City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Shaftsbury,,,-,3,146,0,149
Sunderland,,,-,0,9,0,9
TOTALS,,,-,3,155,0,158
