City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Bristol,,,-,0,2,0,2
Monkton,,,-,2,0,0,2
TOTALS,,,-,2,2,0,4
