City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Cornwall,,,-,8,104,0,112
Goshen,,,-,4,22,0,26
Hancock,,,-,2,20,0,22
Leicester,,,-,3,81,0,84
Ripton,,,-,2,27,0,29
Salisbury,,,-,3,75,0,78
TOTALS,,,-,22,329,0,351
