City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Corinth,,,-,2,2,0,4
Vershire,,,-,0,4,0,4
Washington,,,-,3,1,0,4
Williamstown,,,-,4,2,0,6
TOTALS,,,-,9,9,0,18
