City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Shelburne,,,-,23,322,0,345
"St. George",,,-,2,42,1,45
TOTALS,,,-,25,364,1,390
