City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Norwich,,,-,9,141,0,150
Sharon,,,-,15,121,0,136
Strafford,,,-,13,93,0,106
Thetford,,,-,29,225,0,254
TOTALS,,,-,66,580,0,646
