City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Castleton,,,-,1,9,0,10
"Fair Haven",,,-,2,2,0,4
TOTALS,,,-,3,11,0,14
