City/Town,Ward,Pct,"Mary S. Hooper","Warren F. Kitzmiller",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,
Montpelier,,,"1,659","1,544",25,984,0,"4,212"
TOTALS,,,"1,659","1,544",25,984,0,"4,212"
