City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Charlotte,,,-,8,370,1,379
Hinesburg,,,-,0,3,0,3
TOTALS,,,-,8,373,1,382
