City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Bakersfield,,,-,6,4,0,10
Enosburgh,,,-,9,17,0,26
Fairfax,,,-,1,1,0,2
Fairfield,,,-,2,0,0,2
Fletcher,,,-,1,3,0,4
Franklin,,,-,9,3,0,12
Georgia,,,-,2,1,1,4
Highgate,,,-,3,5,0,8
Sheldon,,,-,4,2,0,6
"St. Albans City",,,-,17,0,19,36
"St. Albans Town",-,"Franklin 3-1",-,2,0,0,2
"St. Albans Town",-,"Franklin 3-2",-,2,2,0,4
Swanton,,,-,2,2,0,4
TOTALS,,,-,60,40,20,120
