City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Brownington,,,-,22,88,0,110
Charleston,,,-,8,146,0,154
Derby,,,-,52,580,0,632
Holland,,,-,4,60,0,64
Morgan,,,-,9,65,0,74
TOTALS,,,-,95,939,0,"1,034"
