City/Town,Ward,Pct,"Jill Krowinski","Curt McCormack",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,
Burlington,,,734,596,10,762,0,"2,102"
TOTALS,,,734,596,10,762,0,"2,102"
