City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Arlington,,,-,0,2,0,2
Bennington,-,"Bennington 2-1",-,1,17,0,18
Bennington,-,"Bennington 2-2",-,2,10,0,12
Dorset,,,-,0,10,0,10
Landgrove,,,-,0,2,0,2
Pownal,,,-,0,2,0,2
Readsboro,,,-,0,2,0,2
Rupert,,,-,0,2,0,2
Shaftsbury,,,-,2,2,0,4
Winhall,,,-,0,4,0,4
TOTALS,,,-,5,53,0,58
