City/Town,Ward,Pct,"Kurt Wright","Mike McGarghan",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,
Burlington,,,478,253,11,384,0,"1,126"
TOTALS,,,478,253,11,384,0,"1,126"
