City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Guilford,,,-,26,310,1,337
Vernon,,,-,33,175,0,208
TOTALS,,,-,59,485,1,545
