City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Halifax,,,-,2,91,0,93
Whitingham,,,-,7,49,0,56
Wilmington,,,-,10,85,0,95
TOTALS,,,-,19,225,0,244
