City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Hartford,,,-,1,1,0,2
Pomfret,,,-,2,1,0,3
TOTALS,,,-,3,2,0,5
