City/Town,Ward,Pct,"Alice M. Emmons","Robert Forguites","Dave Hinckley",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,,
Springfield,,,543,474,339,10,200,4,"1,570"
TOTALS,,,543,474,339,10,200,4,"1,570"
