City/Town,Ward,Pct,"Jim Condon","Curt Taylor","Steven Donahue",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,,
Colchester,,,361,305,113,1,267,1,"1,048"
TOTALS,,,361,305,113,1,267,1,"1,048"
