City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Bethel,,,-,12,138,0,150
Pittsfield,,,-,1,55,0,56
Rochester,,,-,17,73,2,92
Stockbridge,,,-,11,59,0,70
TOTALS,,,-,41,325,2,368
