City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Jericho,,,-,4,0,0,4
Underhill,,,-,0,10,0,10
TOTALS,,,-,4,10,0,14
