City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Bridport,,,-,0,6,0,6
Bristol,,,-,0,2,0,2
Ferrisburgh,,,-,2,4,0,6
Goshen,,,-,0,2,0,2
Huntington,,,-,2,6,0,8
Leicester,,,-,2,0,0,2
Middlebury,,,-,2,0,0,2
Monkton,,,-,2,0,0,2
"New Haven",,,-,2,2,0,4
Salisbury,,,-,2,4,0,6
Vergennes,,,-,0,10,0,10
Weybridge,,,-,0,4,0,4
TOTALS,,,-,14,40,0,54
