City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Ferrisburgh,,,-,2,4,0,6
Vergennes,,,-,0,10,0,10
TOTALS,,,-,2,14,0,16
