City/Town,Ward,Pct,"Jim McCullough","Terry Macaig",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,
Williston,,,977,892,4,539,0,"2,412"
TOTALS,,,977,892,4,539,0,"2,412"
