City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Calais,,,-,11,143,0,154
Marshfield,,,-,6,135,0,141
Plainfield,,,-,7,89,1,97
TOTALS,,,-,24,367,1,392
