City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Coventry,,,-,2,2,0,4
Irasburg,,,-,1,1,0,2
"Newport City",,,-,1,3,0,4
"Newport Town",,,-,3,3,0,6
Troy,,,-,3,1,0,4
TOTALS,,,-,10,10,0,20
