City/Town,Ward,Pct,"Mary M. Sullivan","Johannah Leddy Donovan",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,
Burlington,,,"1,272","1,241",9,"1,110",0,"3,632"
TOTALS,,,"1,272","1,241",9,"1,110",0,"3,632"
