City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Benson,,,-,3,63,0,66
Orwell,,,-,7,95,0,102
Shoreham,,,-,8,158,0,166
Whiting,,,-,2,32,0,34
TOTALS,,,-,20,348,0,368
