City/Town,Ward,Pct,"Dottye Ricks",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,
"Barre Town",,,484,139,567,0,"1,190"
TOTALS,,,484,139,567,0,"1,190"
