City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
"Barre City",,,-,156,"1,274",0,"1,430"
TOTALS,,,-,156,"1,274",0,"1,430"
