City/Town,Ward,Pct,"Amy Sheldon","Robin Scheu","Jill Charbonneau",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,,
Middlebury,,,925,632,581,5,409,0,"2,552"
TOTALS,,,925,632,581,5,409,0,"2,552"
