City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Andover,,,-,6,61,0,67
Baltimore,,,-,3,15,1,19
Chester,,,-,50,132,0,182
Springfield,,,-,5,14,0,19
TOTALS,,,-,64,222,1,287
