City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Bolton,,,-,2,238,0,240
Huntington,,,-,9,215,0,224
Waterbury,,,-,22,875,3,900
TOTALS,,,-,33,"1,328",3,"1,364"
