City/Town,Ward,Pct,"Francis McFaun","Rob Laclair",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,
"Barre Town",,,962,864,56,576,0,"2,458"
TOTALS,,,962,864,56,576,0,"2,458"
