City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Rockingham,,,-,1,5,0,6
Windham,,,-,0,2,0,2
TOTALS,,,-,1,7,0,8
