City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Dover,,,-,29,64,0,93
Readsboro,,,-,9,26,0,35
Searsburg,,,-,3,7,0,10
Stamford,,,-,3,27,0,30
Wardsboro,,,-,8,36,0,44
Whitingham,,,-,0,4,0,4
TOTALS,,,-,52,164,0,216
