City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Pownal,,,-,9,106,0,115
Woodford,,,-,4,7,0,11
TOTALS,,,-,13,113,0,126
