City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Berlin,,,-,3,9,0,12
Northfield,,,-,7,9,0,16
TOTALS,,,-,10,18,0,28
