City/Town,Ward,Pct,"Joanna Cole","Carol Ode",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,
Burlington,,,967,858,20,883,2,"2,730"
TOTALS,,,967,858,20,883,2,"2,730"
