City/Town,Ward,Pct,"Patrick Brennan","Kristy Kurt Spengler","Patricia Porter",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Independent
Colchester,,,"2,015","1,468","1,197",0,0,"4,680"
TOTALS,,,"2,015","1,468","1,197",0,0,"4,680"
