City/Town,Ward,Pct,"Mollie S. Burke",Write-Ins,Blanks,"Total Votes Cast"
,,,Progressive
Brattleboro,,,"1,112",10,206,"1,328"
TOTALS,,,"1,112",10,206,"1,328"
