City/Town,Ward,Pct,"James L. McNeil",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican
"Rutland Town",,,"1,688",14,255,"1,957"
TOTALS,,,"1,688",14,255,"1,957"
