City/Town,Ward,Pct,"Johannah Leddy Donovan","Suzi Wizowaty","Tom Licata",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Independent
Burlington,,,"2,401","2,354",871,0,0,"5,626"
TOTALS,,,"2,401","2,354",871,0,0,"5,626"
