City/Town,Ward,Pct,"Warren F. Kitzmiller","Mary S. Hooper","James P. Merriam",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Progressive
Montpelier,,,"2,753","2,556",901,29,"1,641","7,880"
TOTALS,,,"2,753","2,556",901,29,"1,641","7,880"
