City/Town,Ward,Pct,"Ann Pugh","Lorene Butler",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"S. Burlington",,,"1,327","1,187",0,0,"2,514"
TOTALS,,,"1,327","1,187",0,0,"2,514"
