City/Town,Ward,Pct,"Kevin Christie","Charles W. Bohi","Alex S. Defelice","Anthony Paino",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Hartford,,,"1,374","1,352","1,204",603,4,520,"5,057"
TOTALS,,,"1,374","1,352","1,204",603,4,520,"5,057"
