City/Town,Ward,Pct,"Don Turner","Ronald E. Hubert","Reginald Godin","Todd L. Buik",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Democratic
Milton,,,"2,282","1,754","1,254",617,0,0,"5,907"
TOTALS,,,"2,282","1,754","1,254",617,0,0,"5,907"
