City/Town,Ward,Pct,"Jim Condon","Bob Bouchard","Erin Bessy","Lane Esden",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Democratic,Republican
Colchester,,,"1,386","1,204","1,095",631,0,0,"4,316"
TOTALS,,,"1,386","1,204","1,095",631,0,0,"4,316"
