City/Town,Ward,Pct,"Mary A. Morrissey","Anne Lamy Mook","Brandy J. Reynolds","Claude Delucia",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic,Progressive
Bennington,,,"1,600","1,316",807,321,0,0,"4,044"
TOTALS,,,"1,600","1,316",807,321,0,0,"4,044"
