City/Town,Ward,Pct,"Kesha Ram","Christopher A. Pearson","Peg Boyle Single","Diane T. Gottlieb",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Progressive,Democratic,Progressive
Burlington,,,"1,345","1,002",720,196,0,0,"3,263"
TOTALS,,,"1,345","1,002",720,196,0,0,"3,263"
