City/Town,Ward,Pct,"Alice Miller","Francis Kinney",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Shaftsbury,,,984,716,0,0,"1,700"
TOTALS,,,984,716,0,0,"1,700"
