City/Town,Ward,Pct,"Tess Taylor","Kristin H. Sohlstrom",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"Barre City",,,598,511,4,41,"1,154"
TOTALS,,,598,511,4,41,"1,154"
