City/Town,Ward,Pct,"Rachel Weston","Jason P. Lorber","Ben Mayer",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Libertarian
Burlington,,,"1,676","1,614",254,0,0,"3,544"
TOTALS,,,"1,676","1,614",254,0,0,"3,544"
