City/Town,Ward,Pct,"Michele F. Kupersmith",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
"S. Burlington",,,"1,399",0,0,"1,399"
TOTALS,,,"1,399",0,0,"1,399"
