City/Town,Ward,Pct,"Alice M. Emmons","Cynthia Martin","Elizabeth Coppola","Paul E. Gibbs",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Springfield,,,"1,565","1,485","1,170",971,0,0,"5,191"
TOTALS,,,"1,565","1,485","1,170",971,0,0,"5,191"
