City/Town,Ward,Pct,"Thomas F. Koch","Francis McFaun",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican
"Barre Town",,,"2,700","2,620",37,"1,383","6,740"
TOTALS,,,"2,700","2,620",37,"1,383","6,740"
