City/Town,Ward,Pct,"Anne T. O'Brien",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
Richmond,,,"1,670",0,0,"1,670"
TOTALS,,,"1,670",0,0,"1,670"
