City/Town,Ward,Pct,"Bill Lippert","Monique Breer",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Hinesburg,,,"1,205",638,0,0,"1,843"
TOTALS,,,"1,205",638,0,0,"1,843"
