City/Town,Ward,Pct,"Valerie A. Stuart","Richard Morton",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Brattleboro,,,"1,132",498,7,96,"1,733"
TOTALS,,,"1,132",498,7,96,"1,733"
