City/Town,Ward,Pct,"Gary Reis","Robert South","Tim Persons","Brendan Hadash",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Republican,Democratic
"St. Johnsbury",,,"1,289","1,109","1,087",748,0,0,"4,233"
TOTALS,,,"1,289","1,109","1,087",748,0,0,"4,233"
