City/Town,Ward,Pct,"Jim McCullough","Terence Macaig","Jay P. Michaud","Michael J. Benevento",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Williston,,,"2,244","1,994","1,712","1,603",0,0,"7,553"
TOTALS,,,"2,244","1,994","1,712","1,603",0,0,"7,553"
